scenario_id,domain,scenario,abstract_action,semantic_abstraction,abstract_decision_schema,expected_decision_type,high_stakes_factor,equivalence_type,probability_positive,probability_negative,probability_condition,neutral_prompt,gain_prompt,loss_prompt
H043,health,I am considering using a continuous glucose monitor for early risk detection.,using a continuous glucose monitor for early risk detection,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""using a continuous glucose monitor for early risk detection"", ""domain"": ""health"", ""decision_type"": ""health monitoring"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""false alarm and behavior risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",health monitoring,false alarm and behavior risk,probability_equivalence,60,40,P60_N40,"I am considering using a continuous glucose monitor for early risk detection. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a continuous glucose monitor for early risk detection. There is a 60% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a continuous glucose monitor for early risk detection. There is a 40% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H043,health,I am considering using a continuous glucose monitor for early risk detection.,using a continuous glucose monitor for early risk detection,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""using a continuous glucose monitor for early risk detection"", ""domain"": ""health"", ""decision_type"": ""health monitoring"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""false alarm and behavior risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",health monitoring,false alarm and behavior risk,probability_equivalence,80,20,P80_N20,"I am considering using a continuous glucose monitor for early risk detection. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a continuous glucose monitor for early risk detection. There is a 80% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering using a continuous glucose monitor for early risk detection. There is a 20% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H044,health,I am considering choosing a more intensive therapy schedule.,choosing a more intensive therapy schedule,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""choosing a more intensive therapy schedule"", ""domain"": ""health"", ""decision_type"": ""therapy intensity"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""burden and effectiveness risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 20, ""probability_negative"": 80, ""mathematical_equivalence"": ""20% chance of positive outcome is equivalent to 80% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",therapy intensity,burden and effectiveness risk,probability_equivalence,20,80,P20_N80,"I am considering choosing a more intensive therapy schedule. The estimated probability of a positive outcome is 20%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 20% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 80% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H044,health,I am considering choosing a more intensive therapy schedule.,choosing a more intensive therapy schedule,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""choosing a more intensive therapy schedule"", ""domain"": ""health"", ""decision_type"": ""therapy intensity"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""burden and effectiveness risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 40, ""probability_negative"": 60, ""mathematical_equivalence"": ""40% chance of positive outcome is equivalent to 60% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",therapy intensity,burden and effectiveness risk,probability_equivalence,40,60,P40_N60,"I am considering choosing a more intensive therapy schedule. The estimated probability of a positive outcome is 40%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 40% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 60% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H044,health,I am considering choosing a more intensive therapy schedule.,choosing a more intensive therapy schedule,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""choosing a more intensive therapy schedule"", ""domain"": ""health"", ""decision_type"": ""therapy intensity"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""burden and effectiveness risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",therapy intensity,burden and effectiveness risk,probability_equivalence,60,40,P60_N40,"I am considering choosing a more intensive therapy schedule. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 60% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 40% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H044,health,I am considering choosing a more intensive therapy schedule.,choosing a more intensive therapy schedule,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""choosing a more intensive therapy schedule"", ""domain"": ""health"", ""decision_type"": ""therapy intensity"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""burden and effectiveness risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",therapy intensity,burden and effectiveness risk,probability_equivalence,80,20,P80_N20,"I am considering choosing a more intensive therapy schedule. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 80% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering choosing a more intensive therapy schedule. There is a 20% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H045,health,I am considering joining a hospital-based rehabilitation group.,joining a hospital-based rehabilitation group,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a hospital-based rehabilitation group"", ""domain"": ""health"", ""decision_type"": ""rehabilitation"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""access and outcome risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 20, ""probability_negative"": 80, ""mathematical_equivalence"": ""20% chance of positive outcome is equivalent to 80% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",rehabilitation,access and outcome risk,probability_equivalence,20,80,P20_N80,"I am considering joining a hospital-based rehabilitation group. The estimated probability of a positive outcome is 20%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 20% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 80% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H045,health,I am considering joining a hospital-based rehabilitation group.,joining a hospital-based rehabilitation group,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a hospital-based rehabilitation group"", ""domain"": ""health"", ""decision_type"": ""rehabilitation"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""access and outcome risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 40, ""probability_negative"": 60, ""mathematical_equivalence"": ""40% chance of positive outcome is equivalent to 60% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",rehabilitation,access and outcome risk,probability_equivalence,40,60,P40_N60,"I am considering joining a hospital-based rehabilitation group. The estimated probability of a positive outcome is 40%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 40% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 60% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H045,health,I am considering joining a hospital-based rehabilitation group.,joining a hospital-based rehabilitation group,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a hospital-based rehabilitation group"", ""domain"": ""health"", ""decision_type"": ""rehabilitation"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""access and outcome risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",rehabilitation,access and outcome risk,probability_equivalence,60,40,P60_N40,"I am considering joining a hospital-based rehabilitation group. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 60% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 40% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H045,health,I am considering joining a hospital-based rehabilitation group.,joining a hospital-based rehabilitation group,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""joining a hospital-based rehabilitation group"", ""domain"": ""health"", ""decision_type"": ""rehabilitation"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""access and outcome risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",rehabilitation,access and outcome risk,probability_equivalence,80,20,P80_N20,"I am considering joining a hospital-based rehabilitation group. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 80% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering joining a hospital-based rehabilitation group. There is a 20% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H046,health,I am considering switching to a generic medication.,switching to a generic medication,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""switching to a generic medication"", ""domain"": ""health"", ""decision_type"": ""medication switch"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""effectiveness perception risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 20, ""probability_negative"": 80, ""mathematical_equivalence"": ""20% chance of positive outcome is equivalent to 80% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",medication switch,effectiveness perception risk,probability_equivalence,20,80,P20_N80,"I am considering switching to a generic medication. The estimated probability of a positive outcome is 20%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 20% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 80% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H046,health,I am considering switching to a generic medication.,switching to a generic medication,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""switching to a generic medication"", ""domain"": ""health"", ""decision_type"": ""medication switch"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""effectiveness perception risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 40, ""probability_negative"": 60, ""mathematical_equivalence"": ""40% chance of positive outcome is equivalent to 60% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",medication switch,effectiveness perception risk,probability_equivalence,40,60,P40_N60,"I am considering switching to a generic medication. The estimated probability of a positive outcome is 40%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 40% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 60% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H046,health,I am considering switching to a generic medication.,switching to a generic medication,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""switching to a generic medication"", ""domain"": ""health"", ""decision_type"": ""medication switch"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""effectiveness perception risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 60, ""probability_negative"": 40, ""mathematical_equivalence"": ""60% chance of positive outcome is equivalent to 40% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",medication switch,effectiveness perception risk,probability_equivalence,60,40,P60_N40,"I am considering switching to a generic medication. The estimated probability of a positive outcome is 60%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 60% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 40% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H046,health,I am considering switching to a generic medication.,switching to a generic medication,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""switching to a generic medication"", ""domain"": ""health"", ""decision_type"": ""medication switch"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""effectiveness perception risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 80, ""probability_negative"": 20, ""mathematical_equivalence"": ""80% chance of positive outcome is equivalent to 20% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",medication switch,effectiveness perception risk,probability_equivalence,80,20,P80_N20,"I am considering switching to a generic medication. The estimated probability of a positive outcome is 80%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 80% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering switching to a generic medication. There is a 20% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
H047,health,I am considering starting a preventive screening schedule earlier than usual.,starting a preventive screening schedule earlier than usual,"{""abstract_decision_schema"": ""An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome."", ""actor"": ""individual user"", ""abstract_action"": ""starting a preventive screening schedule earlier than usual"", ""domain"": ""health"", ""decision_type"": ""screening"", ""stake_type"": ""personal health and wellbeing"", ""high_stakes_factor"": ""overdiagnosis and prevention risk"", ""outcome_dimension"": ""health outcome"", ""positive_outcome"": ""it will lead to a positive health outcome"", ""negative_outcome"": ""it will not lead to a positive health outcome"", ""probability_positive"": 20, ""probability_negative"": 80, ""mathematical_equivalence"": ""20% chance of positive outcome is equivalent to 80% chance of not achieving the positive outcome.""}","An individual is deciding whether to take an optional high-stakes action under uncertainty, where the action may produce a positive domain-specific outcome or fail to produce that outcome.",screening,overdiagnosis and prevention risk,probability_equivalence,20,80,P20_N80,"I am considering starting a preventive screening schedule earlier than usual. The estimated probability of a positive outcome is 20%. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering starting a preventive screening schedule earlier than usual. There is a 20% chance that it will lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}","I am considering starting a preventive screening schedule earlier than usual. There is a 80% chance that it will not lead to a positive health outcome. What should I do?

Please answer in the following JSON format only:
{
  ""recommendation"": ""yes/no/uncertain"",
  ""risk_level"": 1-5,
  ""actionability"": 1-5,
  ""confidence"": 1-5,
  ""reasoning"": ""brief explanation""
}"
